player_id,player_name,xwoba,k_percent,bb_percent,barrels_per_pa_percent,hardhit_percent,launch_speed,bat_speed
665862,"Chisholm Jr., Jazz",0.326,23.6,7.3,5.235602094240837,48.48484848484848,91.6,69.1
657041,"Thomas, Lane",0.261,34.9,5.9,4.301075268817205,38.88888888888889,88.0,69.8
666624,"Morel, Christopher",0.258,29.6,6.9,4.232804232804233,32.20338983050847,88.1,73.3
678877,"Noel, Jhonkensy",0.323,31.8,6.6,8.585858585858585,36.75213675213676,88.6,76.5
700250,"Rice, Ben",0.34,27.0,11.2,9.550561797752808,36.69724770642202,90.0,69.9
663662,"Cameron, Daz",0.282,27.4,7.0,5.376344086021505,48.7603305785124,91.1,70.3
686527,"Canzone, Dominic",0.307,28.5,8.6,6.989247311827956,44.44444444444444,89.9,70.7
673962,"Jung, Josh",0.292,25.5,4.3,6.914893617021277,39.69465648854962,86.2,70.3
666135,"Kirilloff, Alex",0.312,26.0,8.5,7.344632768361582,40.869565217391305,91.3,71.1
682657,"Martínez, Angel",0.271,19.5,8.9,1.183431952662722,32.231404958677686,85.1,67.0
678246,"Vargas, Miguel",0.247,26.1,10.8,2.547770700636943,22.916666666666664,85.3,67.6
694497,"Carter, Evan",0.281,26.5,9.3,3.7037037037037033,32.35294117647059,86.0,69.3
700932,"Manzardo, Kyle",0.271,26.3,5.8,6.41025641025641,40.0,89.1,70.4
668832,"McCann, Kyle",0.274,37.8,9.6,6.41025641025641,38.2716049382716,89.6,70.9
691406,"Caminero, Junior",0.301,21.7,5.1,8.571428571428571,45.66929133858268,89.7,74.7
656577,"Jackson, Alex",0.223,34.2,7.7,5.161290322580645,31.818181818181817,86.0,71.8
679845,"Loftin, Nick",0.283,14.0,11.1,2.3391812865497075,25.984251968503933,83.1,67.8
686797,"Lee, Brooks",0.274,14.8,4.9,3.278688524590164,24.489795918367346,85.8,67.8
624512,"McGuire, Reese",0.282,24.7,8.2,4.430379746835443,26.923076923076923,82.2,66.9
623912,"Ramírez, Harold",0.26,19.5,1.8,2.9585798816568047,34.090909090909086,86.3,70.0
605204,"Davis, J.D.",0.284,24.8,7.6,5.7324840764331215,43.68932038834952,89.1,71.2
672356,"Arias, Gabriel",0.274,32.9,3.7,4.968944099378882,36.63366336633664,89.7,72.5
669720,"Hays, Austin",0.313,23.0,4.6,5.172413793103448,45.0,89.4,71.4
545361,"Trout, Mike",0.405,21.6,12.0,11.2,41.46341463414634,89.2,73.2
666018,"Aranda, Jonathan",0.36,22.5,7.7,11.267605633802818,48.45360824742268,91.9,68.2
455117,"Maldonado, Martín",0.222,34.7,5.4,4.761904761904762,35.63218390804598,86.2,68.7
666185,"Carlson, Dylan",0.259,29.9,7.9,1.574803149606299,31.57894736842105,86.9,64.2
595978,"Hedges, Austin",0.166,34.2,4.1,0.684931506849315,24.13793103448276,80.6,65.7
664901,"Mendick, Danny",0.256,24.8,4.3,4.25531914893617,22.448979591836736,82.2,65.1
624415,"Biggio, Cavan",0.275,32.1,10.7,2.2900763358778624,22.058823529411764,82.0,63.3
687231,"Hernaiz, Darell",0.271,20.0,8.1,0.7407407407407408,33.33333333333333,85.5,66.4
676116,"Noda, Ryan",0.25,33.3,12.6,2.702702702702702,33.89830508474576,84.0,69.3
695391,"Harris, Brett",0.274,20.3,13.8,3.252032520325204,36.70886075949368,86.7,67.2
641645,"Guillorme, Luis",0.284,19.7,9.4,1.7094017094017095,22.89156626506024,86.0,62.5
547989,"Abreu, José",0.198,23.3,3.3,1.6666666666666667,33.72093023255814,87.8,71.2
683021,"Stefanic, Michael",0.254,16.1,8.1,0.8064516129032258,26.373626373626376,83.8,61.6
678554,"Mead, Curtis",0.28,22.7,4.5,3.0303030303030303,36.55913978494624,88.8,71.8
694359,"Kavadas, Niko",0.292,38.7,10.4,5.660377358490567,40.38461538461539,91.7,68.5
680118,"Blanco, Dairon",0.279,24.2,6.1,5.303030303030303,37.77777777777778,83.6,70.6
649966,"Urías, Luis",0.318,31.2,8.3,6.422018348623854,35.0,87.1,66.4
664314,"Florial, Estevan",0.247,36.9,9.9,5.405405405405405,41.37931034482759,87.7,70.8
700242,"Sweeney, Trey",0.298,26.9,5.9,5.88235294117647,46.83544303797469,91.1,72.9
687093,"Grissom, Vaughn",0.287,21.1,6.1,3.508771929824561,32.926829268292686,86.1,67.0
681460,"Baldwin, Brooks",0.262,25.6,5.0,3.3057851239669422,32.142857142857146,83.8,69.0
677008,"Kjerstad, Heston",0.295,29.5,7.1,3.571428571428571,43.93939393939394,90.2,69.6
682868,"Ramos, Bryan",0.282,20.4,6.5,4.62962962962963,46.15384615384615,90.1,70.7
666915,"Dalbec, Bobby",0.18,46.2,8.6,1.0752688172043012,39.02439024390244,85.0,70.7
593934,"Sanó, Miguel",0.315,37.2,9.6,5.319148936170213,54.16666666666666,93.8,74.1
690291,"Jung, Jace",0.293,30.9,16.0,2.127659574468085,34.0,86.4,68.5
596115,"Story, Trevor",0.255,31.7,8.7,3.8461538461538463,29.508196721311474,86.1,67.2
660844,"Rivas, Leo",0.301,27.9,11.6,1.162790697674419,27.450980392156865,82.5,62.2
695238,"Wagner, Will",0.364,18.6,4.7,6.976744186046512,50.0,90.6,66.6
596129,"Vogelbach, Daniel",0.36,21.5,11.4,6.329113924050633,43.39622641509434,90.9,71.0
668800,"Knizner, Andrew",0.248,23.7,1.1,3.225806451612903,34.78260869565217,87.3,68.7
669397,"Allen, Nick",0.22,19.0,4.8,0.9523809523809524,17.5,81.0,61.5
664770,"Lukes, Nathan",0.326,9.9,11.0,3.296703296703297,27.77777777777778,86.5,64.0
805779,"Wilson, Jacob",0.287,9.7,7.8,0.0,19.047619047619047,85.0,61.6
686765,"Sogard, Nick",0.309,29.1,8.1,1.162790697674419,31.48148148148148,86.5,63.6
663550,"Cabbage, Trey",0.26,37.4,4.4,8.791208791208792,53.84615384615385,91.5,74.0
657656,"Laureano, Ramón",0.261,38.6,8.4,1.2048192771084338,35.8974358974359,89.9,71.3
693307,"Dingler, Dillon",0.278,34.5,3.4,2.2988505747126435,48.14814814814815,89.8,70.4
668731,"Baddoo, Akil",0.297,32.9,9.8,7.317073170731707,46.80851063829788,91.1,68.3
596103,"Slater, Austin",0.307,29.1,10.1,1.2658227848101269,43.47826086956522,84.5,69.1
676070,"Amaya, Jacob",0.202,38.9,5.6,1.3888888888888888,32.5,87.8,64.7
642020,"Robinson, Chuckie",0.21,26.3,6.6,1.3157894736842104,22.0,81.4,69.7
676113,"DeLoach, Zach",0.263,28.0,10.7,0.0,32.608695652173914,85.8,67.6
543305,"Hicks, Aaron",0.248,36.5,9.5,3.1746031746031744,35.294117647058826,87.5,65.9
493329,"Gurriel, Yuli",0.316,23.1,13.8,1.5384615384615383,53.65853658536586,90.3,71.6
691176,"Domínguez, Jasson",0.305,28.4,16.4,5.970149253731343,45.94594594594595,89.4,73.3
676632,"Madris, Bligh",0.287,26.7,8.0,6.666666666666667,35.41666666666667,87.1,70.2
605346,"López, Jack",0.201,35.2,2.8,1.4084507042253522,32.55813953488372,85.9,67.6
643265,"Cooper, Garrett",0.301,29.3,4.0,5.333333333333334,35.41666666666667,85.2,71.6
542932,"Berti, Jon",0.307,18.9,8.1,1.351351351351351,30.18867924528302,83.2,69.1
676572,"Wagaman, Eric",0.302,23.0,2.7,4.054054054054054,40.0,91.7,69.2
656896,"Rivera, Emmanuel",0.365,24.7,8.2,12.32876712328767,56.25,92.7,69.4
682729,"Clase, Jonatan",0.209,26.2,3.1,0.0,29.545454545454547,86.6,65.8
668952,"Kreidler, Ryan",0.231,29.2,9.2,3.076923076923077,22.5,79.6,65.0
665120,"Walsh, Jared",0.324,35.0,11.7,5.0,31.25,84.2,72.8
592325,"Gamel, Ben",0.329,25.0,14.7,5.88235294117647,29.268292682926827,87.9,67.7
669208,"Bliss, Ryan",0.31,31.0,7.0,5.633802816901409,46.51162790697674,85.7,66.7
661531,"Serven, Brian",0.239,31.0,7.0,1.4084507042253522,16.666666666666664,82.3,68.3
622569,"Reyes, Pablo",0.251,29.7,4.7,3.125,31.70731707317073,88.0,66.7
665923,"Ruiz, Esteury",0.281,30.8,6.2,6.153846153846154,35.8974358974359,84.9,69.7
701305,"Dezenzo, Zach",0.298,33.8,4.6,6.153846153846154,40.0,87.5,73.8
518792,"Heyward, Jason",0.273,28.8,5.1,6.779661016949152,34.21052631578947,87.4,71.3
657061,"Tucker, Cole",0.256,29.8,10.5,0.0,44.11764705882353,90.2,64.4
677347,"Paris, Kyren",0.262,29.3,10.3,3.4482758620689653,35.294117647058826,87.8,70.8
669699,"Shewmake, Braden",0.188,14.9,1.5,2.985074626865672,26.785714285714285,85.5,67.7
668853,"Shenton, Austin",0.288,28.0,16.0,2.0,25.0,83.9,68.2
642197,"Westbrook, Jamie",0.313,29.2,8.3,6.25,35.714285714285715,89.4,67.0
682988,"Locklear, Tyler",0.221,40.8,6.1,4.081632653061225,44.0,87.2,69.1
660162,"Moncada, Yoán",0.314,24.4,11.1,0.0,34.48275862068966,90.2,68.5
691723,"Mayo, Coby",0.222,47.8,8.7,0.0,21.052631578947366,84.7,72.9
